day;month;year;cases;deaths;contry
3;12;2020;145;1;Democratic_Republic_of_the_Congo
2;12;2020;128;1;Democratic_Republic_of_the_Congo
1;12;2020;158;3;Democratic_Republic_of_the_Congo
14;12;2020;2642;6;Denmark
13;12;2020;3552;8;Denmark
12;12;2020;3075;9;Denmark
11;12;2020;3132;14;Denmark
10;12;2020;2558;3;Denmark
9;12;2020;2150;7;Denmark
8;12;2020;2046;9;Denmark
7;12;2020;1745;7;Denmark
6;12;2020;2115;11;Denmark
5;12;2020;1603;9;Denmark
4;12;2020;1605;6;Denmark
3;12;2020;1586;6;Denmark
2;12;2020;1468;9;Denmark
1;12;2020;1129;8;Denmark
14;12;2020;3;0;Djibouti
13;12;2020;4;0;Djibouti
12;12;2020;4;0;Djibouti
11;12;2020;0;0;Djibouti
10;12;2020;3;0;Djibouti
9;12;2020;6;0;Djibouti
8;12;2020;7;0;Djibouti
7;12;2020;9;0;Djibouti
6;12;2020;2;0;Djibouti
5;12;2020;1;0;Djibouti
4;12;2020;7;0;Djibouti
3;12;2020;2;0;Djibouti
2;12;2020;1;0;Djibouti
1;12;2020;2;0;Djibouti
14;12;2020;0;0;Dominica
13;12;2020;0;0;Dominica
12;12;2020;2;0;Dominica
11;12;2020;0;0;Dominica
10;12;2020;0;0;Dominica
9;12;2020;0;0;Dominica
8;12;2020;0;0;Dominica
7;12;2020;0;0;Dominica
6;12;2020;0;0;Dominica
5;12;2020;0;0;Dominica
4;12;2020;0;0;Dominica
3;12;2020;0;0;Dominica
2;12;2020;0;0;Dominica
1;12;2020;0;0;Dominica
14;12;2020;1107;1;Dominican_Republic
13;12;2020;1133;1;Dominican_Republic
12;12;2020;731;1;Dominican_Republic
11;12;2020;1560;8;Dominican_Republic
10;12;2020;531;3;Dominican_Republic
9;12;2020;492;1;Dominican_Republic
8;12;2020;685;1;Dominican_Republic
7;12;2020;798;0;Dominican_Republic
6;12;2020;975;2;Dominican_Republic
5;12;2020;671;8;Dominican_Republic
4;12;2020;812;1;Dominican_Republic
3;12;2020;895;1;Dominican_Republic
2;12;2020;314;2;Dominican_Republic
1;12;2020;515;1;Dominican_Republic
14;12;2020;586;1;Ecuador
13;12;2020;759;16;Ecuador
12;12;2020;386;8;Ecuador
11;12;2020;1151;36;Ecuador
10;12;2020;476;20;Ecuador
9;12;2020;508;14;Ecuador
8;12;2020;246;2;Ecuador
7;12;2020;607;22;Ecuador
6;12;2020;909;60;Ecuador
5;12;2020;598;84;Ecuador
4;12;2020;1008;50;Ecuador
3;12;2020;1203;61;Ecuador
2;12;2020;988;40;Ecuador
1;12;2020;568;38;Ecuador
14;12;2020;486;22;Egypt
13;12;2020;478;21;Egypt
12;12;2020;464;23;Egypt
11;12;2020;445;22;Egypt
10;12;2020;421;19;Egypt
9;12;2020;434;23;Egypt
8;12;2020;415;19;Egypt
7;12;2020;418;21;Egypt
6;12;2020;431;18;Egypt
5;12;2020;427;19;Egypt
4;12;2020;432;19;Egypt
3;12;2020;421;28;Egypt
2;12;2020;392;16;Egypt
1;12;2020;370;14;Egypt
14;12;2020;486;5;El_Salvador
13;12;2020;231;7;El_Salvador
12;12;2020;422;7;El_Salvador
11;12;2020;0;6;El_Salvador
10;12;2020;0;6;El_Salvador
9;12;2020;396;10;El_Salvador
8;12;2020;0;0;El_Salvador
7;12;2020;214;5;El_Salvador
6;12;2020;413;6;El_Salvador
5;12;2020;0;11;El_Salvador
4;12;2020;588;8;El_Salvador
3;12;2020;0;5;El_Salvador
2;12;2020;189;15;El_Salvador
1;12;2020;536;0;El_Salvador
14;12;2020;0;0;Equatorial_Guinea
13;12;2020;0;0;Equatorial_Guinea
12;12;2020;2;0;Equatorial_Guinea
11;12;2020;0;0;Equatorial_Guinea
10;12;2020;17;0;Equatorial_Guinea
9;12;2020;0;0;Equatorial_Guinea
8;12;2020;0;0;Equatorial_Guinea
7;12;2020;7;0;Equatorial_Guinea
6;12;2020;0;0;Equatorial_Guinea
5;12;2020;0;0;Equatorial_Guinea
4;12;2020;0;0;Equatorial_Guinea
3;12;2020;3;0;Equatorial_Guinea
2;12;2020;3;0;Equatorial_Guinea
1;12;2020;0;0;Equatorial_Guinea
14;12;2020;0;0;Eritrea
13;12;2020;55;0;Eritrea
12;12;2020;0;0;Eritrea
11;12;2020;7;0;Eritrea
10;12;2020;0;0;Eritrea
9;12;2020;0;0;Eritrea
8;12;2020;17;0;Eritrea
7;12;2020;0;0;Eritrea
6;12;2020;0;0;Eritrea
5;12;2020;38;0;Eritrea
4;12;2020;17;0;Eritrea
3;12;2020;0;0;Eritrea
2;12;2020;0;0;Eritrea
1;12;2020;0;0;Eritrea
14;12;2020;342;1;Estonia
13;12;2020;757;6;Estonia
12;12;2020;358;1;Estonia
11;12;2020;544;2;Estonia
10;12;2020;544;2;Estonia
9;12;2020;284;3;Estonia
8;12;2020;248;3;Estonia
7;12;2020;478;5;Estonia
6;12;2020;561;1;Estonia
5;12;2020;470;2;Estonia
4;12;2020;450;1;Estonia
3;12;2020;522;1;Estonia
2;12;2020;189;3;Estonia
1;12;2020;256;6;Estonia
14;12;2020;54;0;Eswatini
13;12;2020;29;1;Eswatini
12;12;2020;52;0;Eswatini
11;12;2020;21;1;Eswatini
10;12;2020;49;1;Eswatini
9;12;2020;34;1;Eswatini
8;12;2020;28;1;Eswatini
7;12;2020;6;0;Eswatini
6;12;2020;15;0;Eswatini
5;12;2020;6;0;Eswatini
4;12;2020;19;0;Eswatini
3;12;2020;13;0;Eswatini
2;12;2020;23;0;Eswatini
1;12;2020;9;1;Eswatini
14;12;2020;472;3;Ethiopia
13;12;2020;515;12;Ethiopia
12;12;2020;422;12;Ethiopia
11;12;2020;526;10;Ethiopia
10;12;2020;568;3;Ethiopia
9;12;2020;531;11;Ethiopia
8;12;2020;440;8;Ethiopia
7;12;2020;555;2;Ethiopia
6;12;2020;649;11;Ethiopia
5;12;2020;512;10;Ethiopia
4;12;2020;595;9;Ethiopia
3;12;2020;430;6;Ethiopia
2;12;2020;480;3;Ethiopia
1;12;2020;540;6;Ethiopia
14;12;2020;0;0;Falkland_Islands_(Malvinas)
13;12;2020;0;0;Falkland_Islands_(Malvinas)
12;12;2020;0;0;Falkland_Islands_(Malvinas)
11;12;2020;2;0;Falkland_Islands_(Malvinas)
10;12;2020;0;0;Falkland_Islands_(Malvinas)
9;12;2020;0;0;Falkland_Islands_(Malvinas)
8;12;2020;0;0;Falkland_Islands_(Malvinas)
7;12;2020;0;0;Falkland_Islands_(Malvinas)
6;12;2020;0;0;Falkland_Islands_(Malvinas)
5;12;2020;0;0;Falkland_Islands_(Malvinas)
4;12;2020;0;0;Falkland_Islands_(Malvinas)
3;12;2020;0;0;Falkland_Islands_(Malvinas)
2;12;2020;0;0;Falkland_Islands_(Malvinas)
1;12;2020;0;0;Falkland_Islands_(Malvinas)
14;12;2020;3;0;Faroe_Islands
13;12;2020;5;0;Faroe_Islands
12;12;2020;1;0;Faroe_Islands
11;12;2020;0;0;Faroe_Islands
10;12;2020;5;0;Faroe_Islands
9;12;2020;4;0;Faroe_Islands
8;12;2020;0;0;Faroe_Islands
7;12;2020;4;0;Faroe_Islands
6;12;2020;1;0;Faroe_Islands
5;12;2020;0;0;Faroe_Islands
4;12;2020;2;0;Faroe_Islands
3;12;2020;0;0;Faroe_Islands
2;12;2020;0;0;Faroe_Islands
1;12;2020;1;0;Faroe_Islands
14;12;2020;2;0;Fiji
13;12;2020;0;0;Fiji
12;12;2020;0;0;Fiji
11;12;2020;0;0;Fiji
10;12;2020;0;0;Fiji
9;12;2020;0;0;Fiji
8;12;2020;0;0;Fiji
7;12;2020;0;0;Fiji
6;12;2020;0;0;Fiji
5;12;2020;0;0;Fiji
4;12;2020;2;0;Fiji
3;12;2020;0;0;Fiji
2;12;2020;0;0;Fiji
1;12;2020;0;0;Fiji
14;12;2020;360;0;Finland
13;12;2020;377;0;Finland
12;12;2020;501;11;Finland
11;12;2020;840;9;Finland
10;12;2020;490;8;Finland
9;12;2020;361;1;Finland
8;12;2020;250;9;Finland
7;12;2020;413;0;Finland
6;12;2020;460;0;Finland
5;12;2020;316;7;Finland
4;12;2020;560;0;Finland
3;12;2020;420;9;Finland
2;12;2020;550;0;Finland
1;12;2020;283;6;Finland
14;12;2020;11533;150;France
13;12;2020;13947;194;France
12;12;2020;13406;627;France
11;12;2020;13750;292;France
10;12;2020;14595;296;France
9;12;2020;13713;831;France
8;12;2020;3411;366;France
7;12;2020;11022;174;France
6;12;2020;12923;214;France
5;12;2020;11221;627;France
4;12;2020;12696;324;France
3;12;2020;14064;310;France
2;12;2020;8083;775;France
1;12;2020;4005;406;France
14;12;2020;0;0;French_Polynesia
13;12;2020;0;0;French_Polynesia
12;12;2020;83;0;French_Polynesia
11;12;2020;203;5;French_Polynesia
10;12;2020;0;0;French_Polynesia
9;12;2020;225;7;French_Polynesia
8;12;2020;0;0;French_Polynesia
7;12;2020;0;0;French_Polynesia
6;12;2020;210;1;French_Polynesia
5;12;2020;181;1;French_Polynesia
4;12;2020;157;1;French_Polynesia
3;12;2020;187;1;French_Polynesia
2;12;2020;276;2;French_Polynesia
1;12;2020;0;0;French_Polynesia
14;12;2020;0;0;Gabon
13;12;2020;0;0;Gabon
12;12;2020;30;1;Gabon
11;12;2020;0;0;Gabon
10;12;2020;22;2;Gabon
9;12;2020;0;0;Gabon
8;12;2020;24;0;Gabon
7;12;2020;0;0;Gabon
6;12;2020;0;0;Gabon
5;12;2020;15;0;Gabon
4;12;2020;0;0;Gabon
3;12;2020;25;0;Gabon
2;12;2020;0;0;Gabon
1;12;2020;23;1;Gabon
14;12;2020;2;0;Gambia
13;12;2020;1;0;Gambia
12;12;2020;0;0;Gambia
11;12;2020;3;0;Gambia
10;12;2020;4;0;Gambia
9;12;2020;2;0;Gambia
8;12;2020;0;0;Gambia
7;12;2020;0;0;Gambia
6;12;2020;3;0;Gambia
5;12;2020;0;0;Gambia
4;12;2020;2;0;Gambia
3;12;2020;22;0;Gambia
2;12;2020;1;0;Gambia
1;12;2020;8;0;Gambia
14;12;2020;1337;49;Georgia
13;12;2020;2720;46;Georgia
12;12;2020;3907;50;Georgia
11;12;2020;4146;37;Georgia
10;12;2020;4570;43;Georgia
9;12;2020;4734;38;Georgia
8;12;2020;4673;36;Georgia
7;12;2020;2501;36;Georgia
6;12;2020;4321;42;Georgia
5;12;2020;5450;37;Georgia
4;12;2020;5068;38;Georgia
3;12;2020;4260;45;Georgia
2;12;2020;4033;39;Georgia
1;12;2020;3759;36;Georgia
14;12;2020;16362;188;Germany
13;12;2020;20200;321;Germany
12;12;2020;28438;496;Germany
11;12;2020;29875;598;Germany
10;12;2020;23679;440;Germany
9;12;2020;20815;590;Germany
8;12;2020;14055;423;Germany
7;12;2020;12332;147;Germany
6;12;2020;17767;255;Germany
5;12;2020;23318;483;Germany
4;12;2020;23448;432;Germany
3;12;2020;22046;479;Germany
2;12;2020;17270;487;Germany
1;12;2020;13604;388;Germany
14;12;2020;81;0;Ghana
13;12;2020;195;1;Ghana
12;12;2020;0;0;Ghana
11;12;2020;116;0;Ghana
10;12;2020;122;0;Ghana
9;12;2020;226;1;Ghana
8;12;2020;0;0;Ghana
7;12;2020;76;0;Ghana
6;12;2020;102;0;Ghana
5;12;2020;429;2;Ghana
4;12;2020;0;0;Ghana
3;12;2020;0;0;Ghana
2;12;2020;0;0;Ghana
1;12;2020;98;0;Ghana
14;12;2020;3;0;Gibraltar
13;12;2020;2;0;Gibraltar
12;12;2020;1;0;Gibraltar
11;12;2020;4;0;Gibraltar
10;12;2020;7;0;Gibraltar
9;12;2020;3;0;Gibraltar
8;12;2020;2;0;Gibraltar
7;12;2020;5;0;Gibraltar
6;12;2020;6;0;Gibraltar
5;12;2020;4;0;Gibraltar
4;12;2020;3;0;Gibraltar
3;12;2020;5;0;Gibraltar
2;12;2020;10;0;Gibraltar
1;12;2020;6;0;Gibraltar
14;12;2020;692;85;Greece
13;12;2020;1194;68;Greece
12;12;2020;1395;102;Greece
11;12;2020;1533;81;Greece
10;12;2020;1675;95;Greece
9;12;2020;1324;102;Greece
8;12;2020;1250;89;Greece
7;12;2020;903;101;Greece
6;12;2020;1383;98;Greece
5;12;2020;1648;98;Greece
4;12;2020;1882;100;Greece
3;12;2020;2185;89;Greece
2;12;2020;2199;111;Greece
1;12;2020;1044;85;Greece
14;12;2020;0;0;Greenland
13;12;2020;0;0;Greenland
12;12;2020;0;0;Greenland
11;12;2020;0;0;Greenland
10;12;2020;0;0;Greenland
9;12;2020;1;0;Greenland
8;12;2020;0;0;Greenland
7;12;2020;0;0;Greenland
6;12;2020;0;0;Greenland
5;12;2020;0;0;Greenland
4;12;2020;0;0;Greenland
3;12;2020;0;0;Greenland
2;12;2020;0;0;Greenland
1;12;2020;0;0;Greenland
14;12;2020;26;0;Grenada
13;12;2020;0;0;Grenada
12;12;2020;0;0;Grenada
11;12;2020;0;0;Grenada
10;12;2020;0;0;Grenada
9;12;2020;2;0;Grenada
8;12;2020;0;0;Grenada
7;12;2020;0;0;Grenada
6;12;2020;0;0;Grenada
5;12;2020;0;0;Grenada
4;12;2020;0;0;Grenada
3;12;2020;0;0;Grenada
2;12;2020;0;0;Grenada
1;12;2020;0;0;Grenada
14;12;2020;16;1;Guam
13;12;2020;0;0;Guam
12;12;2020;38;2;Guam
11;12;2020;13;2;Guam
10;12;2020;13;0;Guam
9;12;2020;7;0;Guam
8;12;2020;15;0;Guam
7;12;2020;0;0;Guam
6;12;2020;45;0;Guam
5;12;2020;17;1;Guam
4;12;2020;22;0;Guam
3;12;2020;31;0;Guam
2;12;2020;37;0;Guam
1;12;2020;34;0;Guam
14;12;2020;183;18;Guatemala
13;12;2020;558;29;Guatemala
12;12;2020;755;31;Guatemala
11;12;2020;659;34;Guatemala
10;12;2020;654;25;Guatemala
9;12;2020;799;12;Guatemala
8;12;2020;124;24;Guatemala
7;12;2020;198;11;Guatemala
6;12;2020;547;15;Guatemala
5;12;2020;752;15;Guatemala
4;12;2020;593;18;Guatemala
3;12;2020;686;13;Guatemala
2;12;2020;712;7;Guatemala
1;12;2020;91;5;Guatemala
14;12;2020;0;0;Guernsey
13;12;2020;0;0;Guernsey
12;12;2020;0;0;Guernsey
11;12;2020;0;0;Guernsey
10;12;2020;1;0;Guernsey
9;12;2020;0;0;Guernsey
8;12;2020;0;0;Guernsey
7;12;2020;0;0;Guernsey
6;12;2020;0;0;Guernsey
5;12;2020;0;0;Guernsey
4;12;2020;1;0;Guernsey
3;12;2020;0;0;Guernsey
2;12;2020;0;0;Guernsey
1;12;2020;1;0;Guernsey
14;12;2020;0;0;Guinea
13;12;2020;22;0;Guinea
12;12;2020;30;0;Guinea
11;12;2020;43;0;Guinea
10;12;2020;61;0;Guinea
9;12;2020;0;0;Guinea
8;12;2020;31;3;Guinea
7;12;2020;0;0;Guinea
6;12;2020;47;0;Guinea
5;12;2020;0;0;Guinea
4;12;2020;43;0;Guinea
3;12;2020;24;0;Guinea
2;12;2020;0;0;Guinea
1;12;2020;80;0;Guinea
14;12;2020;0;0;Guinea_Bissau
13;12;2020;0;0;Guinea_Bissau
12;12;2020;0;0;Guinea_Bissau
11;12;2020;0;0;Guinea_Bissau
10;12;2020;2;0;Guinea_Bissau
9;12;2020;0;0;Guinea_Bissau
8;12;2020;0;0;Guinea_Bissau
7;12;2020;0;0;Guinea_Bissau
6;12;2020;0;0;Guinea_Bissau
5;12;2020;0;0;Guinea_Bissau
4;12;2020;0;0;Guinea_Bissau
3;12;2020;0;0;Guinea_Bissau
2;12;2020;1;0;Guinea_Bissau
1;12;2020;19;1;Guinea_Bissau
14;12;2020;41;1;Guyana
13;12;2020;40;0;Guyana
12;12;2020;28;0;Guyana
11;12;2020;79;0;Guyana
10;12;2020;32;0;Guyana
9;12;2020;3;0;Guyana
8;12;2020;32;1;Guyana
7;12;2020;28;2;Guyana
6;12;2020;36;0;Guyana
5;12;2020;73;0;Guyana
4;12;2020;79;0;Guyana
3;12;2020;26;0;Guyana
2;12;2020;17;0;Guyana
1;12;2020;30;1;Guyana
14;12;2020;74;1;Haiti
13;12;2020;0;0;Haiti
12;12;2020;26;0;Haiti
11;12;2020;66;0;Haiti
10;12;2020;10;0;Haiti
9;12;2020;0;0;Haiti
8;12;2020;19;0;Haiti
7;12;2020;0;0;Haiti
6;12;2020;23;0;Haiti
5;12;2020;34;0;Haiti
4;12;2020;17;0;Haiti
3;12;2020;0;0;Haiti
2;12;2020;32;1;Haiti
1;12;2020;0;0;Haiti
14;12;2020;0;0;Holy_See
13;12;2020;0;0;Holy_See
12;12;2020;0;0;Holy_See
11;12;2020;0;0;Holy_See
10;12;2020;0;0;Holy_See
9;12;2020;0;0;Holy_See
8;12;2020;0;0;Holy_See
7;12;2020;0;0;Holy_See
6;12;2020;0;0;Holy_See
5;12;2020;0;0;Holy_See
4;12;2020;0;0;Holy_See
3;12;2020;0;0;Holy_See
2;12;2020;0;0;Holy_See
1;12;2020;0;0;Holy_See
14;12;2020;316;1;Honduras
13;12;2020;335;3;Honduras
12;12;2020;501;3;Honduras
11;12;2020;415;7;Honduras
10;12;2020;617;9;Honduras
9;12;2020;1152;6;Honduras
8;12;2020;0;0;Honduras
7;12;2020;300;1;Honduras
6;12;2020;763;4;Honduras
5;12;2020;200;3;Honduras
4;12;2020;616;8;Honduras
3;12;2020;503;3;Honduras
2;12;2020;388;9;Honduras
1;12;2020;365;9;Honduras
14;12;2020;3470;165;Hungary
13;12;2020;4153;181;Hungary
12;12;2020;5047;162;Hungary
11;12;2020;6197;171;Hungary
10;12;2020;5415;171;Hungary
9;12;2020;3221;160;Hungary
8;12;2020;2219;136;Hungary
7;12;2020;3870;116;Hungary
6;12;2020;6697;162;Hungary
5;12;2020;5525;193;Hungary
4;12;2020;6212;189;Hungary
3;12;2020;6635;182;Hungary
2;12;2020;4136;165;Hungary
1;12;2020;3951;154;Hungary
14;12;2020;5;0;Iceland
13;12;2020;13;0;Iceland
12;12;2020;15;0;Iceland
11;12;2020;8;0;Iceland
10;12;2020;10;0;Iceland
9;12;2020;10;1;Iceland
8;12;2020;14;0;Iceland
7;12;2020;6;0;Iceland
6;12;2020;14;0;Iceland
5;12;2020;14;0;Iceland
4;12;2020;15;0;Iceland
3;12;2020;20;0;Iceland
2;12;2020;21;1;Iceland
1;12;2020;11;0;Iceland
14;12;2020;27071;336;India
13;12;2020;30254;391;India
12;12;2020;30006;442;India
11;12;2020;29398;414;India
10;12;2020;31521;412;India
9;12;2020;32080;402;India
8;12;2020;26567;385;India
7;12;2020;32981;391;India
6;12;2020;36011;482;India
5;12;2020;36652;512;India
4;12;2020;36595;540;India
3;12;2020;35551;526;India
2;12;2020;36604;501;India
1;12;2020;31118;482;India
14;12;2020;6189;166;Indonesia
13;12;2020;6388;142;Indonesia
12;12;2020;6310;175;Indonesia
11;12;2020;6033;165;Indonesia
10;12;2020;6058;171;Indonesia
9;12;2020;5292;133;Indonesia
8;12;2020;5754;127;Indonesia
7;12;2020;6089;151;Indonesia
6;12;2020;6027;110;Indonesia
5;12;2020;5803;124;Indonesia
4;12;2020;8369;156;Indonesia
3;12;2020;5533;118;Indonesia
2;12;2020;5092;136;Indonesia
1;12;2020;4617;130;Indonesia
14;12;2020;7451;247;Iran
13;12;2020;8201;221;Iran
12;12;2020;9594;232;Iran
11;12;2020;10403;284;Iran
10;12;2020;10223;295;Iran
9;12;2020;11023;323;Iran
8;12;2020;10827;284;Iran
7;12;2020;11561;294;Iran
6;12;2020;12151;321;Iran
5;12;2020;13341;347;Iran
4;12;2020;13922;358;Iran
3;12;2020;13621;362;Iran
2;12;2020;13881;382;Iran
1;12;2020;13321;371;Iran
14;12;2020;1012;14;Iraq
13;12;2020;1022;16;Iraq
12;12;2020;1347;23;Iraq
11;12;2020;1380;25;Iraq
10;12;2020;1735;24;Iraq
9;12;2020;2123;17;Iraq
8;12;2020;1815;28;Iraq
7;12;2020;1680;21;Iraq
6;12;2020;1898;24;Iraq
5;12;2020;1855;26;Iraq
4;12;2020;2039;21;Iraq
3;12;2020;1961;34;Iraq
2;12;2020;2218;48;Iraq
1;12;2020;2114;34;Iraq
14;12;2020;429;1;Ireland
13;12;2020;249;3;Ireland
12;12;2020;304;3;Ireland
11;12;2020;303;15;Ireland
10;12;2020;218;5;Ireland
9;12;2020;214;0;Ireland
8;12;2020;222;0;Ireland
7;12;2020;298;0;Ireland
6;12;2020;457;11;Ireland
5;12;2020;263;6;Ireland
4;12;2020;162;6;Ireland
3;12;2020;268;5;Ireland
2;12;2020;254;16;Ireland
1;12;2020;303;1;Ireland
14;12;2020;0;0;Isle_of_Man
13;12;2020;0;0;Isle_of_Man
12;12;2020;0;0;Isle_of_Man
11;12;2020;0;0;Isle_of_Man
10;12;2020;0;0;Isle_of_Man
9;12;2020;0;0;Isle_of_Man
8;12;2020;0;0;Isle_of_Man
7;12;2020;0;0;Isle_of_Man
6;12;2020;0;0;Isle_of_Man
5;12;2020;1;0;Isle_of_Man
4;12;2020;0;0;Isle_of_Man
3;12;2020;0;0;Isle_of_Man
2;12;2020;0;0;Isle_of_Man
1;12;2020;0;0;Isle_of_Man
14;12;2020;1844;16;Israel
13;12;2020;2746;14;Israel
12;12;2020;409;7;Israel
11;12;2020;1856;28;Israel
10;12;2020;2036;2;Israel
9;12;2020;1637;8;Israel
8;12;2020;2130;7;Israel
7;12;2020;1135;8;Israel
6;12;2020;1965;13;Israel
5;12;2020;557;5;Israel
4;12;2020;1605;8;Israel
3;12;2020;1348;6;Israel
2;12;2020;1218;12;Israel
1;12;2020;1393;1;Israel
14;12;2020;17937;484;Italy
13;12;2020;19902;649;Italy
12;12;2020;18726;761;Italy
11;12;2020;16998;887;Italy
10;12;2020;12755;499;Italy
9;12;2020;14837;634;Italy
8;12;2020;13679;528;Italy
7;12;2020;18887;564;Italy
6;12;2020;21052;662;Italy
5;12;2020;24110;814;Italy
4;12;2020;23219;993;Italy
3;12;2020;20709;684;Italy
2;12;2020;19347;785;Italy
1;12;2020;16376;672;Italy
14;12;2020;102;2;Jamaica
13;12;2020;99;1;Jamaica
12;12;2020;66;0;Jamaica
11;12;2020;74;4;Jamaica
10;12;2020;98;1;Jamaica
9;12;2020;87;0;Jamaica
8;12;2020;64;0;Jamaica
7;12;2020;57;4;Jamaica
6;12;2020;76;1;Jamaica
5;12;2020;76;1;Jamaica
4;12;2020;47;1;Jamaica
3;12;2020;54;0;Jamaica
2;12;2020;47;1;Jamaica
1;12;2020;54;1;Jamaica
14;12;2020;2366;23;Japan
13;12;2020;2988;28;Japan
12;12;2020;2757;32;Japan
11;12;2020;2969;37;Japan
10;12;2020;2733;45;Japan
9;12;2020;1911;38;Japan
8;12;2020;1862;47;Japan
7;12;2020;1969;20;Japan
6;12;2020;2424;32;Japan
5;12;2020;2442;43;Japan
4;12;2020;2405;27;Japan
3;12;2020;2441;41;Japan
2;12;2020;1692;33;Japan
1;12;2020;1934;20;Japan
14;12;2020;91;0;Jersey
13;12;2020;51;0;Jersey
12;12;2020;82;0;Jersey
11;12;2020;58;0;Jersey
10;12;2020;37;0;Jersey
9;12;2020;72;0;Jersey
8;12;2020;31;0;Jersey
7;12;2020;96;0;Jersey
6;12;2020;23;0;Jersey
5;12;2020;68;0;Jersey
4;12;2020;60;0;Jersey
3;12;2020;56;0;Jersey
2;12;2020;42;0;Jersey
1;12;2020;84;0;Jersey
14;12;2020;2339;30;Jordan
13;12;2020;1816;49;Jordan
12;12;2020;2338;36;Jordan
11;12;2020;2902;44;Jordan
10;12;2020;3088;44;Jordan
9;12;2020;3062;46;Jordan
8;12;2020;3980;60;Jordan
7;12;2020;2576;46;Jordan
6;12;2020;3160;50;Jordan
5;12;2020;3116;51;Jordan
4;12;2020;4029;55;Jordan
3;12;2020;3591;52;Jordan
2;12;2020;4187;51;Jordan
1;12;2020;5123;57;Jordan
14;12;2020;764;0;Kazakhstan
13;12;2020;956;1;Kazakhstan
12;12;2020;927;1;Kazakhstan
11;12;2020;973;4;Kazakhstan
10;12;2020;936;2;Kazakhstan
9;12;2020;944;54;Kazakhstan
8;12;2020;688;2;Kazakhstan
7;12;2020;745;0;Kazakhstan
6;12;2020;966;4;Kazakhstan
5;12;2020;992;46;Kazakhstan
4;12;2020;1044;2;Kazakhstan
3;12;2020;777;2;Kazakhstan
2;12;2020;1002;1;Kazakhstan
1;12;2020;757;0;Kazakhstan
14;12;2020;366;1;Kenya
13;12;2020;548;4;Kenya
12;12;2020;673;14;Kenya
11;12;2020;644;16;Kenya
10;12;2020;561;7;Kenya
9;12;2020;521;14;Kenya
8;12;2020;199;5;Kenya
7;12;2020;396;8;Kenya
6;12;2020;735;12;Kenya
5;12;2020;866;6;Kenya
4;12;2020;1253;16;Kenya
3;12;2020;961;10;Kenya
2;12;2020;551;5;Kenya
1;12;2020;302;17;Kenya
14;12;2020;462;12;Kosovo
13;12;2020;524;12;Kosovo
12;12;2020;590;13;Kosovo
11;12;2020;562;13;Kosovo
10;12;2020;561;11;Kosovo
9;12;2020;557;17;Kosovo
8;12;2020;519;14;Kosovo
7;12;2020;468;19;Kosovo
6;12;2020;560;14;Kosovo
5;12;2020;478;11;Kosovo
4;12;2020;627;22;Kosovo
3;12;2020;555;14;Kosovo
2;12;2020;521;10;Kosovo
1;12;2020;539;11;Kosovo
14;12;2020;174;0;Kuwait
13;12;2020;255;1;Kuwait
12;12;2020;294;0;Kuwait
11;12;2020;291;5;Kuwait
10;12;2020;304;5;Kuwait
9;12;2020;301;3;Kuwait
8;12;2020;230;6;Kuwait
7;12;2020;205;2;Kuwait
6;12;2020;247;3;Kuwait
5;12;2020;343;2;Kuwait
4;12;2020;314;2;Kuwait
3;12;2020;268;1;Kuwait
2;12;2020;357;1;Kuwait
1;12;2020;209;2;Kuwait
14;12;2020;318;5;Kyrgyzstan
13;12;2020;297;0;Kyrgyzstan
12;12;2020;341;0;Kyrgyzstan
11;12;2020;327;1;Kyrgyzstan
10;12;2020;379;3;Kyrgyzstan
9;12;2020;322;2;Kyrgyzstan
8;12;2020;295;4;Kyrgyzstan
7;12;2020;422;2;Kyrgyzstan
6;12;2020;199;5;Kyrgyzstan
5;12;2020;401;5;Kyrgyzstan
4;12;2020;440;4;Kyrgyzstan
3;12;2020;420;4;Kyrgyzstan
2;12;2020;335;2;Kyrgyzstan
1;12;2020;371;4;Kyrgyzstan
14;12;2020;0;0;Laos
13;12;2020;0;0;Laos
12;12;2020;0;0;Laos
11;12;2020;0;0;Laos
10;12;2020;0;0;Laos
9;12;2020;0;0;Laos
8;12;2020;0;0;Laos
