day;month;year;cases;deaths;contry
4;12;2020;1;0;Saint_Lucia
3;12;2020;2;0;Saint_Lucia
2;12;2020;0;0;Saint_Lucia
1;12;2020;2;0;Saint_Lucia
14;12;2020;4;0;Saint_Vincent_and_the_Grenadines
13;12;2020;0;0;Saint_Vincent_and_the_Grenadines
12;12;2020;3;0;Saint_Vincent_and_the_Grenadines
11;12;2020;0;0;Saint_Vincent_and_the_Grenadines
10;12;2020;4;0;Saint_Vincent_and_the_Grenadines
9;12;2020;0;0;Saint_Vincent_and_the_Grenadines
8;12;2020;0;0;Saint_Vincent_and_the_Grenadines
7;12;2020;0;0;Saint_Vincent_and_the_Grenadines
6;12;2020;0;0;Saint_Vincent_and_the_Grenadines
5;12;2020;0;0;Saint_Vincent_and_the_Grenadines
4;12;2020;2;0;Saint_Vincent_and_the_Grenadines
3;12;2020;0;0;Saint_Vincent_and_the_Grenadines
2;12;2020;0;0;Saint_Vincent_and_the_Grenadines
1;12;2020;0;0;Saint_Vincent_and_the_Grenadines
14;12;2020;15;0;San_Marino
13;12;2020;24;1;San_Marino
12;12;2020;40;1;San_Marino
11;12;2020;34;0;San_Marino
10;12;2020;34;1;San_Marino
9;12;2020;0;0;San_Marino
8;12;2020;11;0;San_Marino
7;12;2020;0;0;San_Marino
6;12;2020;33;1;San_Marino
5;12;2020;42;1;San_Marino
4;12;2020;27;0;San_Marino
3;12;2020;37;0;San_Marino
2;12;2020;38;0;San_Marino
1;12;2020;26;1;San_Marino
14;12;2020;0;0;Sao_Tome_and_Principe
13;12;2020;0;0;Sao_Tome_and_Principe
12;12;2020;0;0;Sao_Tome_and_Principe
11;12;2020;4;0;Sao_Tome_and_Principe
10;12;2020;0;0;Sao_Tome_and_Principe
9;12;2020;3;0;Sao_Tome_and_Principe
8;12;2020;3;0;Sao_Tome_and_Principe
7;12;2020;0;0;Sao_Tome_and_Principe
6;12;2020;0;0;Sao_Tome_and_Principe
5;12;2020;2;0;Sao_Tome_and_Principe
4;12;2020;0;0;Sao_Tome_and_Principe
3;12;2020;1;0;Sao_Tome_and_Principe
2;12;2020;5;0;Sao_Tome_and_Principe
1;12;2020;2;0;Sao_Tome_and_Principe
14;12;2020;139;12;Saudi_Arabia
13;12;2020;166;13;Saudi_Arabia
12;12;2020;168;11;Saudi_Arabia
11;12;2020;141;10;Saudi_Arabia
10;12;2020;159;13;Saudi_Arabia
9;12;2020;193;12;Saudi_Arabia
8;12;2020;209;12;Saudi_Arabia
7;12;2020;187;11;Saudi_Arabia
6;12;2020;190;14;Saudi_Arabia
5;12;2020;234;10;Saudi_Arabia
4;12;2020;230;11;Saudi_Arabia
3;12;2020;249;12;Saudi_Arabia
2;12;2020;263;11;Saudi_Arabia
1;12;2020;232;12;Saudi_Arabia
14;12;2020;78;0;Senegal
13;12;2020;104;4;Senegal
12;12;2020;127;2;Senegal
11;12;2020;101;2;Senegal
10;12;2020;112;1;Senegal
9;12;2020;0;0;Senegal
8;12;2020;76;2;Senegal
7;12;2020;80;1;Senegal
6;12;2020;100;1;Senegal
5;12;2020;80;1;Senegal
4;12;2020;44;2;Senegal
3;12;2020;66;0;Senegal
2;12;2020;18;0;Senegal
1;12;2020;14;0;Senegal
14;12;2020;4995;56;Serbia
13;12;2020;5679;48;Serbia
12;12;2020;6534;55;Serbia
11;12;2020;7393;56;Serbia
10;12;2020;7804;54;Serbia
9;12;2020;7818;57;Serbia
8;12;2020;6557;56;Serbia
7;12;2020;5809;58;Serbia
6;12;2020;6903;57;Serbia
5;12;2020;7782;69;Serbia
4;12;2020;7802;61;Serbia
3;12;2020;7919;52;Serbia
2;12;2020;7999;48;Serbia
1;12;2020;6224;55;Serbia
14;12;2020;0;0;Seychelles
13;12;2020;0;0;Seychelles
12;12;2020;0;0;Seychelles
11;12;2020;3;0;Seychelles
10;12;2020;0;0;Seychelles
9;12;2020;0;0;Seychelles
8;12;2020;0;0;Seychelles
7;12;2020;0;0;Seychelles
6;12;2020;0;0;Seychelles
5;12;2020;1;0;Seychelles
4;12;2020;0;0;Seychelles
3;12;2020;0;0;Seychelles
2;12;2020;0;0;Seychelles
1;12;2020;10;0;Seychelles
14;12;2020;0;0;Sierra_Leone
13;12;2020;2;0;Sierra_Leone
12;12;2020;3;1;Sierra_Leone
11;12;2020;1;0;Sierra_Leone
10;12;2020;6;0;Sierra_Leone
9;12;2020;0;0;Sierra_Leone
8;12;2020;2;0;Sierra_Leone
7;12;2020;6;0;Sierra_Leone
6;12;2020;0;0;Sierra_Leone
5;12;2020;4;0;Sierra_Leone
4;12;2020;0;0;Sierra_Leone
3;12;2020;3;0;Sierra_Leone
2;12;2020;1;0;Sierra_Leone
1;12;2020;1;0;Sierra_Leone
14;12;2020;7;0;Singapore
13;12;2020;8;0;Singapore
12;12;2020;8;0;Singapore
11;12;2020;6;0;Singapore
10;12;2020;6;0;Singapore
9;12;2020;12;0;Singapore
8;12;2020;13;0;Singapore
7;12;2020;5;0;Singapore
6;12;2020;13;0;Singapore
5;12;2020;3;0;Singapore
4;12;2020;9;0;Singapore
3;12;2020;2;0;Singapore
2;12;2020;10;0;Singapore
1;12;2020;5;0;Singapore
14;12;2020;0;0;Sint_Maarten
13;12;2020;7;0;Sint_Maarten
12;12;2020;24;0;Sint_Maarten
11;12;2020;16;0;Sint_Maarten
10;12;2020;24;0;Sint_Maarten
9;12;2020;6;0;Sint_Maarten
8;12;2020;14;0;Sint_Maarten
7;12;2020;2;0;Sint_Maarten
6;12;2020;19;0;Sint_Maarten
5;12;2020;15;1;Sint_Maarten
4;12;2020;13;0;Sint_Maarten
3;12;2020;20;0;Sint_Maarten
2;12;2020;3;0;Sint_Maarten
1;12;2020;3;0;Sint_Maarten
14;12;2020;5897;53;Slovakia
13;12;2020;0;0;Slovakia
12;12;2020;2166;18;Slovakia
11;12;2020;3125;20;Slovakia
10;12;2020;2564;38;Slovakia
9;12;2020;1949;28;Slovakia
8;12;2020;552;22;Slovakia
7;12;2020;1269;15;Slovakia
6;12;2020;2070;24;Slovakia
5;12;2020;2184;27;Slovakia
4;12;2020;1982;32;Slovakia
3;12;2020;2043;30;Slovakia
2;12;2020;1254;29;Slovakia
1;12;2020;196;23;Slovakia
14;12;2020;833;11;Slovenia
13;12;2020;1744;22;Slovenia
12;12;2020;1816;39;Slovenia
11;12;2020;1848;26;Slovenia
10;12;2020;2137;50;Slovenia
9;12;2020;1648;23;Slovenia
8;12;2020;483;30;Slovenia
7;12;2020;1030;14;Slovenia
6;12;2020;1642;37;Slovenia
5;12;2020;1784;111;Slovenia
4;12;2020;1783;54;Slovenia
3;12;2020;2431;78;Slovenia
2;12;2020;1321;16;Slovenia
1;12;2020;433;21;Slovenia
14;12;2020;0;0;Solomon_Islands
13;12;2020;0;0;Solomon_Islands
12;12;2020;0;0;Solomon_Islands
11;12;2020;0;0;Solomon_Islands
10;12;2020;0;0;Solomon_Islands
9;12;2020;0;0;Solomon_Islands
8;12;2020;0;0;Solomon_Islands
7;12;2020;0;0;Solomon_Islands
6;12;2020;0;0;Solomon_Islands
5;12;2020;0;0;Solomon_Islands
4;12;2020;0;0;Solomon_Islands
3;12;2020;0;0;Solomon_Islands
2;12;2020;0;0;Solomon_Islands
1;12;2020;0;0;Solomon_Islands
14;12;2020;0;0;Somalia
13;12;2020;0;0;Somalia
12;12;2020;0;0;Somalia
11;12;2020;0;0;Somalia
10;12;2020;0;0;Somalia
9;12;2020;0;0;Somalia
8;12;2020;54;0;Somalia
7;12;2020;0;0;Somalia
6;12;2020;0;0;Somalia
5;12;2020;0;0;Somalia
4;12;2020;0;0;Somalia
3;12;2020;0;0;Somalia
2;12;2020;80;8;Somalia
1;12;2020;0;0;Somalia
14;12;2020;7999;170;South_Africa
13;12;2020;7882;154;South_Africa
12;12;2020;8319;205;South_Africa
11;12;2020;8166;173;South_Africa
10;12;2020;6709;142;South_Africa
9;12;2020;4011;183;South_Africa
8;12;2020;3313;43;South_Africa
7;12;2020;4116;139;South_Africa
6;12;2020;4645;104;South_Africa
5;12;2020;4932;160;South_Africa
4;12;2020;4400;94;South_Africa
3;12;2020;4173;65;South_Africa
2;12;2020;2295;109;South_Africa
1;12;2020;2302;58;South_Africa
14;12;2020;718;7;South_Korea
13;12;2020;1030;2;South_Korea
12;12;2020;950;6;South_Korea
11;12;2020;688;8;South_Korea
10;12;2020;666;8;South_Korea
9;12;2020;677;4;South_Korea
8;12;2020;594;3;South_Korea
7;12;2020;615;4;South_Korea
6;12;2020;631;5;South_Korea
5;12;2020;583;4;South_Korea
4;12;2020;629;7;South_Korea
3;12;2020;540;3;South_Korea
2;12;2020;511;0;South_Korea
1;12;2020;451;0;South_Korea
14;12;2020;0;0;South_Sudan
13;12;2020;25;0;South_Sudan
12;12;2020;0;0;South_Sudan
11;12;2020;0;0;South_Sudan
10;12;2020;0;0;South_Sudan
9;12;2020;0;0;South_Sudan
8;12;2020;0;0;South_Sudan
7;12;2020;15;0;South_Sudan
6;12;2020;12;0;South_Sudan
5;12;2020;0;0;South_Sudan
4;12;2020;36;1;South_Sudan
3;12;2020;7;0;South_Sudan
2;12;2020;2;0;South_Sudan
1;12;2020;0;0;South_Sudan
13;12;2020;0;0;Spain
12;12;2020;0;0;Spain
11;12;2020;10519;280;Spain
10;12;2020;7955;325;Spain
9;12;2020;9773;373;Spain
8;12;2020;0;0;Spain
7;12;2020;17681;394;Spain
6;12;2020;0;0;Spain
5;12;2020;0;0;Spain
4;12;2020;8745;214;Spain
3;12;2020;10127;254;Spain
2;12;2020;9331;273;Spain
1;12;2020;8257;442;Spain
14;12;2020;655;3;Sri_Lanka
13;12;2020;760;2;Sri_Lanka
12;12;2020;762;1;Sri_Lanka
11;12;2020;538;2;Sri_Lanka
10;12;2020;697;2;Sri_Lanka
9;12;2020;798;0;Sri_Lanka
8;12;2020;703;2;Sri_Lanka
7;12;2020;649;3;Sri_Lanka
6;12;2020;669;7;Sri_Lanka
5;12;2020;521;1;Sri_Lanka
4;12;2020;628;5;Sri_Lanka
3;12;2020;878;2;Sri_Lanka
2;12;2020;545;4;Sri_Lanka
1;12;2020;503;2;Sri_Lanka
14;12;2020;239;3;Sudan
13;12;2020;679;25;Sudan
12;12;2020;0;0;Sudan
11;12;2020;384;12;Sudan
10;12;2020;0;0;Sudan
9;12;2020;337;6;Sudan
8;12;2020;279;6;Sudan
7;12;2020;272;5;Sudan
6;12;2020;843;19;Sudan
5;12;2020;0;0;Sudan
4;12;2020;99;6;Sudan
3;12;2020;0;0;Sudan
2;12;2020;444;16;Sudan
1;12;2020;183;8;Sudan
14;12;2020;4;0;Suriname
13;12;2020;10;0;Suriname
12;12;2020;2;0;Suriname
11;12;2020;4;0;Suriname
10;12;2020;7;0;Suriname
9;12;2020;1;0;Suriname
8;12;2020;1;0;Suriname
7;12;2020;0;0;Suriname
6;12;2020;2;0;Suriname
5;12;2020;0;0;Suriname
4;12;2020;2;0;Suriname
3;12;2020;1;0;Suriname
2;12;2020;7;0;Suriname
1;12;2020;0;0;Suriname
14;12;2020;0;0;Sweden
13;12;2020;0;0;Sweden
12;12;2020;0;0;Sweden
11;12;2020;6051;7;Sweden
10;12;2020;8402;15;Sweden
9;12;2020;7449;24;Sweden
8;12;2020;3778;19;Sweden
7;12;2020;1803;44;Sweden
6;12;2020;4865;19;Sweden
5;12;2020;7343;37;Sweden
4;12;2020;6990;51;Sweden
3;12;2020;6548;52;Sweden
2;12;2020;5819;51;Sweden
1;12;2020;3488;55;Sweden
14;12;2020;0;0;Switzerland
13;12;2020;0;0;Switzerland
12;12;2020;5111;105;Switzerland
11;12;2020;5038;87;Switzerland
10;12;2020;5059;87;Switzerland
9;12;2020;4246;92;Switzerland
8;12;2020;9774;175;Switzerland
7;12;2020;0;0;Switzerland
6;12;2020;0;0;Switzerland
5;12;2020;4370;100;Switzerland
4;12;2020;3071;65;Switzerland
3;12;2020;6130;130;Switzerland
2;12;2020;3760;107;Switzerland
1;12;2020;8753;194;Switzerland
14;12;2020;125;12;Syria
13;12;2020;130;15;Syria
12;12;2020;124;15;Syria
11;12;2020;112;11;Syria
10;12;2020;95;7;Syria
9;12;2020;90;6;Syria
8;12;2020;87;5;Syria
7;12;2020;83;5;Syria
6;12;2020;87;5;Syria
5;12;2020;86;5;Syria
4;12;2020;88;6;Syria
3;12;2020;86;4;Syria
2;12;2020;86;5;Syria
1;12;2020;90;4;Syria
14;12;2020;4;0;Taiwan
13;12;2020;3;0;Taiwan
12;12;2020;8;0;Taiwan
11;12;2020;1;0;Taiwan
10;12;2020;4;0;Taiwan
9;12;2020;2;0;Taiwan
8;12;2020;2;0;Taiwan
7;12;2020;0;0;Taiwan
6;12;2020;23;0;Taiwan
5;12;2020;3;0;Taiwan
4;12;2020;4;0;Taiwan
3;12;2020;1;0;Taiwan
2;12;2020;6;0;Taiwan
1;12;2020;4;0;Taiwan
14;12;2020;38;0;Tajikistan
13;12;2020;35;0;Tajikistan
12;12;2020;43;0;Tajikistan
11;12;2020;37;0;Tajikistan
10;12;2020;40;0;Tajikistan
9;12;2020;42;1;Tajikistan
8;12;2020;41;0;Tajikistan
7;12;2020;39;0;Tajikistan
6;12;2020;40;0;Tajikistan
5;12;2020;41;0;Tajikistan
4;12;2020;39;0;Tajikistan
3;12;2020;38;1;Tajikistan
2;12;2020;37;0;Tajikistan
1;12;2020;39;0;Tajikistan
14;12;2020;28;0;Thailand
13;12;2020;17;0;Thailand
12;12;2020;12;0;Thailand
11;12;2020;29;0;Thailand
10;12;2020;25;0;Thailand
9;12;2020;19;0;Thailand
8;12;2020;0;0;Thailand
7;12;2020;21;0;Thailand
6;12;2020;14;0;Thailand
5;12;2020;33;0;Thailand
4;12;2020;0;0;Thailand
3;12;2020;13;0;Thailand
2;12;2020;28;0;Thailand
1;12;2020;21;0;Thailand
14;12;2020;0;0;Timor_Leste
13;12;2020;0;0;Timor_Leste
12;12;2020;0;0;Timor_Leste
11;12;2020;0;0;Timor_Leste
10;12;2020;0;0;Timor_Leste
9;12;2020;0;0;Timor_Leste
8;12;2020;0;0;Timor_Leste
7;12;2020;0;0;Timor_Leste
6;12;2020;0;0;Timor_Leste
5;12;2020;0;0;Timor_Leste
4;12;2020;0;0;Timor_Leste
3;12;2020;1;0;Timor_Leste
2;12;2020;0;0;Timor_Leste
1;12;2020;0;0;Timor_Leste
14;12;2020;30;0;Togo
13;12;2020;19;0;Togo
12;12;2020;20;0;Togo
11;12;2020;31;1;Togo
10;12;2020;19;0;Togo
9;12;2020;21;0;Togo
8;12;2020;16;0;Togo
7;12;2020;10;0;Togo
6;12;2020;34;0;Togo
5;12;2020;12;0;Togo
4;12;2020;25;0;Togo
3;12;2020;17;1;Togo
2;12;2020;23;0;Togo
1;12;2020;12;0;Togo
14;12;2020;15;0;Trinidad_and_Tobago
13;12;2020;12;0;Trinidad_and_Tobago
12;12;2020;19;0;Trinidad_and_Tobago
11;12;2020;25;0;Trinidad_and_Tobago
10;12;2020;26;0;Trinidad_and_Tobago
9;12;2020;7;0;Trinidad_and_Tobago
8;12;2020;8;0;Trinidad_and_Tobago
7;12;2020;16;0;Trinidad_and_Tobago
6;12;2020;16;1;Trinidad_and_Tobago
5;12;2020;10;0;Trinidad_and_Tobago
4;12;2020;21;0;Trinidad_and_Tobago
3;12;2020;19;1;Trinidad_and_Tobago
2;12;2020;16;0;Trinidad_and_Tobago
1;12;2020;9;0;Trinidad_and_Tobago
14;12;2020;968;58;Tunisia
13;12;2020;1289;35;Tunisia
12;12;2020;1290;43;Tunisia
11;12;2020;958;41;Tunisia
10;12;2020;1411;49;Tunisia
9;12;2020;1116;72;Tunisia
8;12;2020;327;35;Tunisia
7;12;2020;1011;35;Tunisia
6;12;2020;1091;45;Tunisia
5;12;2020;2620;122;Tunisia
4;12;2020;0;0;Tunisia
3;12;2020;1208;48;Tunisia
2;12;2020;1303;51;Tunisia
1;12;2020;518;41;Tunisia
14;12;2020;29136;222;Turkey
13;12;2020;32106;226;Turkey
12;12;2020;0;0;Turkey
11;12;2020;30424;220;Turkey
10;12;2020;31712;217;Turkey
9;12;2020;33198;211;Turkey
8;12;2020;32137;203;Turkey
7;12;2020;30402;195;Turkey
6;12;2020;31896;196;Turkey
5;12;2020;32736;193;Turkey
4;12;2020;32381;187;Turkey
3;12;2020;31923;193;Turkey
2;12;2020;30110;190;Turkey
1;12;2020;31219;188;Turkey
14;12;2020;0;0;Turks_and_Caicos_islands
13;12;2020;0;0;Turks_and_Caicos_islands
12;12;2020;1;0;Turks_and_Caicos_islands
11;12;2020;0;0;Turks_and_Caicos_islands
10;12;2020;7;0;Turks_and_Caicos_islands
9;12;2020;5;0;Turks_and_Caicos_islands
8;12;2020;0;0;Turks_and_Caicos_islands
7;12;2020;0;0;Turks_and_Caicos_islands
6;12;2020;1;0;Turks_and_Caicos_islands
5;12;2020;4;0;Turks_and_Caicos_islands
4;12;2020;0;0;Turks_and_Caicos_islands
3;12;2020;1;0;Turks_and_Caicos_islands
2;12;2020;2;0;Turks_and_Caicos_islands
1;12;2020;0;0;Turks_and_Caicos_islands
14;12;2020;461;1;Uganda
13;12;2020;702;0;Uganda
12;12;2020;639;0;Uganda
11;12;2020;671;1;Uganda
10;12;2020;1199;12;Uganda
9;12;2020;660;0;Uganda
8;12;2020;701;1;Uganda
7;12;2020;311;0;Uganda
6;12;2020;290;0;Uganda
5;12;2020;286;0;Uganda
4;12;2020;203;0;Uganda
3;12;2020;374;1;Uganda
2;12;2020;576;0;Uganda
1;12;2020;314;4;Uganda
14;12;2020;15627;249;Ukraine
13;12;2020;12811;243;Ukraine
12;12;2020;13514;285;Ukraine
11;12;2020;13371;266;Ukraine
10;12;2020;12585;276;Ukraine
9;12;2020;10811;195;Ukraine
8;12;2020;8641;145;Ukraine
7;12;2020;11590;167;Ukraine
6;12;2020;13825;226;Ukraine
5;12;2020;15131;235;Ukraine
4;12;2020;14496;243;Ukraine
3;12;2020;13141;169;Ukraine
2;12;2020;12498;221;Ukraine
1;12;2020;9946;114;Ukraine
14;12;2020;1194;8;United_Arab_Emirates
13;12;2020;1154;2;United_Arab_Emirates
12;12;2020;1196;5;United_Arab_Emirates
11;12;2020;1255;4;United_Arab_Emirates
10;12;2020;1313;2;United_Arab_Emirates
9;12;2020;1260;2;United_Arab_Emirates
8;12;2020;1148;2;United_Arab_Emirates
7;12;2020;1153;3;United_Arab_Emirates
6;12;2020;1214;3;United_Arab_Emirates
5;12;2020;1311;1;United_Arab_Emirates
4;12;2020;1317;5;United_Arab_Emirates
3;12;2020;1285;4;United_Arab_Emirates
2;12;2020;1289;4;United_Arab_Emirates
1;12;2020;1107;2;United_Arab_Emirates
14;12;2020;18447;144;United_Kingdom
13;12;2020;21501;520;United_Kingdom
12;12;2020;21672;424;United_Kingdom
11;12;2020;20964;516;United_Kingdom
10;12;2020;16578;533;United_Kingdom
9;12;2020;12281;599;United_Kingdom
8;12;2020;14718;189;United_Kingdom
7;12;2020;17271;231;United_Kingdom
6;12;2020;15539;397;United_Kingdom
5;12;2020;16298;504;United_Kingdom
4;12;2020;14878;414;United_Kingdom
3;12;2020;16170;648;United_Kingdom
2;12;2020;13429;603;United_Kingdom
1;12;2020;12330;203;United_Kingdom
14;12;2020;0;0;United_Republic_of_Tanzania
13;12;2020;0;0;United_Republic_of_Tanzania
12;12;2020;0;0;United_Republic_of_Tanzania
11;12;2020;0;0;United_Republic_of_Tanzania
10;12;2020;0;0;United_Republic_of_Tanzania
9;12;2020;0;0;United_Republic_of_Tanzania
8;12;2020;0;0;United_Republic_of_Tanzania
7;12;2020;0;0;United_Republic_of_Tanzania
6;12;2020;0;0;United_Republic_of_Tanzania
5;12;2020;0;0;United_Republic_of_Tanzania
4;12;2020;0;0;United_Republic_of_Tanzania
3;12;2020;0;0;United_Republic_of_Tanzania
2;12;2020;0;0;United_Republic_of_Tanzania
1;12;2020;0;0;United_Republic_of_Tanzania
14;12;2020;189723;1340;United_States_of_America
13;12;2020;216017;2315;United_States_of_America
12;12;2020;234633;3343;United_States_of_America
11;12;2020;224680;2748;United_States_of_America
10;12;2020;220025;3124;United_States_of_America
9;12;2020;217344;2564;United_States_of_America
8;12;2020;197334;1433;United_States_of_America
7;12;2020;173432;1111;United_States_of_America
6;12;2020;211933;2203;United_States_of_America
5;12;2020;231930;2680;United_States_of_America
4;12;2020;214747;2481;United_States_of_America
3;12;2020;203311;3190;United_States_of_America
2;12;2020;180421;2600;United_States_of_America
1;12;2020;157903;1172;United_States_of_America
14;12;2020;0;0;United_States_Virgin_Islands
13;12;2020;16;0;United_States_Virgin_Islands
12;12;2020;58;0;United_States_Virgin_Islands
11;12;2020;35;0;United_States_Virgin_Islands
10;12;2020;18;0;United_States_Virgin_Islands
9;12;2020;31;0;United_States_Virgin_Islands
8;12;2020;0;0;United_States_Virgin_Islands
7;12;2020;0;0;United_States_Virgin_Islands
6;12;2020;16;0;United_States_Virgin_Islands
5;12;2020;20;0;United_States_Virgin_Islands
4;12;2020;24;0;United_States_Virgin_Islands
3;12;2020;26;0;United_States_Virgin_Islands
2;12;2020;13;0;United_States_Virgin_Islands
1;12;2020;6;0;United_States_Virgin_Islands
14;12;2020;528;1;Uruguay
13;12;2020;331;1;Uruguay
12;12;2020;362;0;Uruguay
11;12;2020;383;3;Uruguay
10;12;2020;298;1;Uruguay
9;12;2020;301;3;Uruguay
8;12;2020;202;1;Uruguay
7;12;2020;338;1;Uruguay
6;12;2020;234;1;Uruguay
5;12;2020;276;0;Uruguay
4;12;2020;230;0;Uruguay
3;12;2020;201;2;Uruguay
2;12;2020;167;1;Uruguay
1;12;2020;141;1;Uruguay
14;12;2020;138;0;Uzbekistan
13;12;2020;145;0;Uzbekistan
12;12;2020;147;1;Uzbekistan
11;12;2020;166;0;Uzbekistan
10;12;2020;146;0;Uzbekistan
9;12;2020;146;0;Uzbekistan
8;12;2020;153;0;Uzbekistan
7;12;2020;461;0;Uzbekistan
6;12;2020;0;0;Uzbekistan
5;12;2020;0;0;Uzbekistan
4;12;2020;161;0;Uzbekistan
3;12;2020;337;1;Uzbekistan
2;12;2020;0;0;Uzbekistan
1;12;2020;224;2;Uzbekistan
14;12;2020;0;0;Vanuatu
13;12;2020;0;0;Vanuatu
12;12;2020;0;0;Vanuatu
11;12;2020;0;0;Vanuatu
10;12;2020;0;0;Vanuatu
9;12;2020;0;0;Vanuatu
8;12;2020;0;0;Vanuatu
7;12;2020;0;0;Vanuatu
6;12;2020;0;0;Vanuatu
5;12;2020;0;0;Vanuatu
4;12;2020;0;0;Vanuatu
3;12;2020;0;0;Vanuatu
2;12;2020;0;0;Vanuatu
1;12;2020;0;0;Vanuatu
14;12;2020;462;5;Venezuela
13;12;2020;0;0;Venezuela
12;12;2020;435;6;Venezuela
11;12;2020;428;5;Venezuela
10;12;2020;468;5;Venezuela
9;12;2020;480;4;Venezuela
8;12;2020;462;5;Venezuela
7;12;2020;265;3;Venezuela
6;12;2020;300;3;Venezuela
5;12;2020;810;8;Venezuela
4;12;2020;0;0;Venezuela
3;12;2020;446;4;Venezuela
2;12;2020;227;4;Venezuela
1;12;2020;354;3;Venezuela
14;12;2020;2;0;Vietnam
13;12;2020;4;0;Vietnam
12;12;2020;6;0;Vietnam
11;12;2020;4;0;Vietnam
10;12;2020;4;0;Vietnam
9;12;2020;10;0;Vietnam
8;12;2020;1;0;Vietnam
7;12;2020;1;0;Vietnam
6;12;2020;4;0;Vietnam
5;12;2020;0;0;Vietnam
4;12;2020;3;0;Vietnam
3;12;2020;7;0;Vietnam
2;12;2020;5;0;Vietnam
1;12;2020;3;0;Vietnam
14;12;2020;0;0;Wallis_and_Futuna
13;12;2020;0;0;Wallis_and_Futuna
12;12;2020;0;0;Wallis_and_Futuna
11;12;2020;0;0;Wallis_and_Futuna
10;12;2020;0;0;Wallis_and_Futuna
9;12;2020;0;0;Wallis_and_Futuna
8;12;2020;0;0;Wallis_and_Futuna
7;12;2020;0;0;Wallis_and_Futuna
6;12;2020;0;0;Wallis_and_Futuna
5;12;2020;0;0;Wallis_and_Futuna
4;12;2020;0;0;Wallis_and_Futuna
3;12;2020;0;0;Wallis_and_Futuna
2;12;2020;0;0;Wallis_and_Futuna
1;12;2020;0;0;Wallis_and_Futuna
14;12;2020;0;0;Western_Sahara
13;12;2020;0;0;Western_Sahara
12;12;2020;0;0;Western_Sahara
11;12;2020;0;0;Western_Sahara
10;12;2020;0;0;Western_Sahara
9;12;2020;0;0;Western_Sahara
8;12;2020;0;0;Western_Sahara
7;12;2020;0;0;Western_Sahara
6;12;2020;0;0;Western_Sahara
5;12;2020;0;0;Western_Sahara
4;12;2020;0;0;Western_Sahara
3;12;2020;0;0;Western_Sahara
2;12;2020;0;0;Western_Sahara
1;12;2020;0;0;Western_Sahara
14;12;2020;0;0;Yemen
13;12;2020;1;0;Yemen
12;12;2020;1;0;Yemen
11;12;2020;2;0;Yemen
10;12;2020;0;0;Yemen
9;12;2020;1;0;Yemen
8;12;2020;1;0;Yemen
7;12;2020;0;0;Yemen
6;12;2020;0;0;Yemen
5;12;2020;0;0;Yemen
4;12;2020;0;1;Yemen
3;12;2020;0;0;Yemen
2;12;2020;0;0;Yemen
1;12;2020;0;0;Yemen
14;12;2020;57;1;Zambia
13;12;2020;56;1;Zambia
12;12;2020;70;1;Zambia
11;12;2020;29;0;Zambia
10;12;2020;99;0;Zambia
9;12;2020;32;0;Zambia
8;12;2020;15;0;Zambia
7;12;2020;18;0;Zambia
6;12;2020;41;0;Zambia
5;12;2020;127;7;Zambia
4;12;2020;30;0;Zambia
3;12;2020;35;0;Zambia
2;12;2020;18;0;Zambia
1;12;2020;39;0;Zambia
14;12;2020;27;0;Zimbabwe
13;12;2020;57;1;Zimbabwe
12;12;2020;81;1;Zimbabwe
11;12;2020;74;1;Zimbabwe
10;12;2020;95;1;Zimbabwe
9;12;2020;73;9;Zimbabwe
8;12;2020;121;3;Zimbabwe
7;12;2020;101;0;Zimbabwe
6;12;2020;70;11;Zimbabwe
5;12;2020;123;0;Zimbabwe
4;12;2020;181;3;Zimbabwe
3;12;2020;114;0;Zimbabwe
2;12;2020;95;0;Zimbabwe
1;12;2020;84;1;Zimbabwe
